,session,method,gender,emotion,path
4674,1,impro,M,fru,4674_1_impro_M_fru.wav
4675,1,impro,M,fru,4675_1_impro_M_fru.wav
4676,1,impro,M,fru,4676_1_impro_M_fru.wav
4677,1,impro,F,fru,4677_1_impro_F_fru.wav
4678,1,impro,F,fru,4678_1_impro_F_fru.wav
4679,1,impro,F,fru,4679_1_impro_F_fru.wav
4680,2,impro,F,fru,4680_2_impro_F_fru.wav
4681,2,impro,F,fru,4681_2_impro_F_fru.wav
4682,2,impro,F,fru,4682_2_impro_F_fru.wav
4683,4,impro,F,fru,4683_4_impro_F_fru.wav
4684,4,impro,F,fru,4684_4_impro_F_fru.wav
4685,4,impro,F,fru,4685_4_impro_F_fru.wav
4686,1,impro,F,fru,4686_1_impro_F_fru.wav
4687,1,impro,F,fru,4687_1_impro_F_fru.wav
4688,1,impro,F,fru,4688_1_impro_F_fru.wav
4689,5,script,M,fru,4689_5_script_M_fru.wav
4690,5,script,M,fru,4690_5_script_M_fru.wav
4691,5,script,M,fru,4691_5_script_M_fru.wav
4692,1,script,M,fru,4692_1_script_M_fru.wav
4693,1,script,M,fru,4693_1_script_M_fru.wav
4694,1,script,M,fru,4694_1_script_M_fru.wav
4695,3,impro,M,fru,4695_3_impro_M_fru.wav
4696,3,impro,M,fru,4696_3_impro_M_fru.wav
4697,3,impro,M,fru,4697_3_impro_M_fru.wav
4698,5,script,F,fru,4698_5_script_F_fru.wav
4699,5,script,F,fru,4699_5_script_F_fru.wav
4700,5,script,F,fru,4700_5_script_F_fru.wav
4701,5,impro,F,fru,4701_5_impro_F_fru.wav
4702,5,impro,F,fru,4702_5_impro_F_fru.wav
4703,5,impro,F,fru,4703_5_impro_F_fru.wav
4704,4,impro,F,fru,4704_4_impro_F_fru.wav
4705,4,impro,F,fru,4705_4_impro_F_fru.wav
4706,4,impro,F,fru,4706_4_impro_F_fru.wav
4707,5,script,M,fru,4707_5_script_M_fru.wav
4708,5,script,M,fru,4708_5_script_M_fru.wav
4709,5,script,M,fru,4709_5_script_M_fru.wav
4710,3,script,M,fru,4710_3_script_M_fru.wav
4711,3,script,M,fru,4711_3_script_M_fru.wav
4712,3,script,M,fru,4712_3_script_M_fru.wav
4713,1,impro,M,fru,4713_1_impro_M_fru.wav
4714,1,impro,M,fru,4714_1_impro_M_fru.wav
4715,1,impro,M,fru,4715_1_impro_M_fru.wav
4716,4,script,M,fru,4716_4_script_M_fru.wav
4717,4,script,M,fru,4717_4_script_M_fru.wav
4718,4,script,M,fru,4718_4_script_M_fru.wav
4719,1,impro,F,fru,4719_1_impro_F_fru.wav
4720,1,impro,F,fru,4720_1_impro_F_fru.wav
4721,1,impro,F,fru,4721_1_impro_F_fru.wav
4722,1,script,F,fru,4722_1_script_F_fru.wav
4723,1,script,F,fru,4723_1_script_F_fru.wav
4724,1,script,F,fru,4724_1_script_F_fru.wav
4725,5,impro,F,fru,4725_5_impro_F_fru.wav
4726,5,impro,F,fru,4726_5_impro_F_fru.wav
4727,5,impro,F,fru,4727_5_impro_F_fru.wav
4728,1,script,F,fru,4728_1_script_F_fru.wav
4729,1,script,F,fru,4729_1_script_F_fru.wav
4730,1,script,F,fru,4730_1_script_F_fru.wav
4731,5,impro,M,fru,4731_5_impro_M_fru.wav
4732,5,impro,M,fru,4732_5_impro_M_fru.wav
4733,5,impro,M,fru,4733_5_impro_M_fru.wav
4734,3,impro,M,fru,4734_3_impro_M_fru.wav
4735,3,impro,M,fru,4735_3_impro_M_fru.wav
4736,3,impro,M,fru,4736_3_impro_M_fru.wav
4737,1,script,M,fru,4737_1_script_M_fru.wav
4738,1,script,M,fru,4738_1_script_M_fru.wav
4739,1,script,M,fru,4739_1_script_M_fru.wav
4740,4,impro,F,fru,4740_4_impro_F_fru.wav
4741,4,impro,F,fru,4741_4_impro_F_fru.wav
4742,4,impro,F,fru,4742_4_impro_F_fru.wav
4743,5,impro,M,fru,4743_5_impro_M_fru.wav
4744,5,impro,M,fru,4744_5_impro_M_fru.wav
4745,5,impro,M,fru,4745_5_impro_M_fru.wav
4746,4,impro,M,fru,4746_4_impro_M_fru.wav
4747,4,impro,M,fru,4747_4_impro_M_fru.wav
4748,4,impro,M,fru,4748_4_impro_M_fru.wav
4749,1,impro,F,fru,4749_1_impro_F_fru.wav
4750,1,impro,F,fru,4750_1_impro_F_fru.wav
4751,1,impro,F,fru,4751_1_impro_F_fru.wav
4752,5,impro,M,fru,4752_5_impro_M_fru.wav
4753,5,impro,M,fru,4753_5_impro_M_fru.wav
4754,5,impro,M,fru,4754_5_impro_M_fru.wav
4755,2,script,F,fru,4755_2_script_F_fru.wav
4756,2,script,F,fru,4756_2_script_F_fru.wav
4757,2,script,F,fru,4757_2_script_F_fru.wav
4758,2,impro,M,fru,4758_2_impro_M_fru.wav
4759,2,impro,M,fru,4759_2_impro_M_fru.wav
4760,2,impro,M,fru,4760_2_impro_M_fru.wav
4761,3,impro,M,fru,4761_3_impro_M_fru.wav
4762,3,impro,M,fru,4762_3_impro_M_fru.wav
4763,3,impro,M,fru,4763_3_impro_M_fru.wav
4764,2,impro,F,fru,4764_2_impro_F_fru.wav
4765,2,impro,F,fru,4765_2_impro_F_fru.wav
4766,2,impro,F,fru,4766_2_impro_F_fru.wav
4767,4,impro,M,fru,4767_4_impro_M_fru.wav
4768,4,impro,M,fru,4768_4_impro_M_fru.wav
4769,4,impro,M,fru,4769_4_impro_M_fru.wav
4770,1,script,M,fru,4770_1_script_M_fru.wav
4771,1,script,M,fru,4771_1_script_M_fru.wav
4772,1,script,M,fru,4772_1_script_M_fru.wav
4773,5,script,M,fru,4773_5_script_M_fru.wav
4774,5,script,M,fru,4774_5_script_M_fru.wav
4775,5,script,M,fru,4775_5_script_M_fru.wav
4776,4,impro,M,fru,4776_4_impro_M_fru.wav
4777,4,impro,M,fru,4777_4_impro_M_fru.wav
4778,4,impro,M,fru,4778_4_impro_M_fru.wav
4779,2,script,M,fru,4779_2_script_M_fru.wav
4780,2,script,M,fru,4780_2_script_M_fru.wav
4781,2,script,M,fru,4781_2_script_M_fru.wav
4782,4,impro,F,fru,4782_4_impro_F_fru.wav
4783,4,impro,F,fru,4783_4_impro_F_fru.wav
4784,4,impro,F,fru,4784_4_impro_F_fru.wav
4785,3,impro,F,fru,4785_3_impro_F_fru.wav
4786,3,impro,F,fru,4786_3_impro_F_fru.wav
4787,3,impro,F,fru,4787_3_impro_F_fru.wav
4788,4,impro,F,fru,4788_4_impro_F_fru.wav
4789,4,impro,F,fru,4789_4_impro_F_fru.wav
4790,4,impro,F,fru,4790_4_impro_F_fru.wav
4791,3,script,F,fru,4791_3_script_F_fru.wav
4792,3,script,F,fru,4792_3_script_F_fru.wav
4793,3,script,F,fru,4793_3_script_F_fru.wav
4794,4,script,F,fru,4794_4_script_F_fru.wav
4795,4,script,F,fru,4795_4_script_F_fru.wav
4796,4,script,F,fru,4796_4_script_F_fru.wav
4797,4,impro,M,fru,4797_4_impro_M_fru.wav
4798,4,impro,M,fru,4798_4_impro_M_fru.wav
4799,4,impro,M,fru,4799_4_impro_M_fru.wav
4800,2,script,M,fru,4800_2_script_M_fru.wav
4801,2,script,M,fru,4801_2_script_M_fru.wav
4802,2,script,M,fru,4802_2_script_M_fru.wav
4803,1,script,F,fru,4803_1_script_F_fru.wav
4804,1,script,F,fru,4804_1_script_F_fru.wav
4805,1,script,F,fru,4805_1_script_F_fru.wav
4806,3,script,M,fru,4806_3_script_M_fru.wav
4807,3,script,M,fru,4807_3_script_M_fru.wav
4808,3,script,M,fru,4808_3_script_M_fru.wav
4809,2,script,M,fru,4809_2_script_M_fru.wav
4810,2,script,M,fru,4810_2_script_M_fru.wav
4811,2,script,M,fru,4811_2_script_M_fru.wav
4812,3,script,M,fru,4812_3_script_M_fru.wav
4813,3,script,M,fru,4813_3_script_M_fru.wav
4814,3,script,M,fru,4814_3_script_M_fru.wav
4815,3,script,F,fru,4815_3_script_F_fru.wav
4816,3,script,F,fru,4816_3_script_F_fru.wav
4817,3,script,F,fru,4817_3_script_F_fru.wav
4818,3,script,F,fru,4818_3_script_F_fru.wav
4819,3,script,F,fru,4819_3_script_F_fru.wav
4820,3,script,F,fru,4820_3_script_F_fru.wav
4821,3,script,M,fru,4821_3_script_M_fru.wav
4822,3,script,M,fru,4822_3_script_M_fru.wav
4823,3,script,M,fru,4823_3_script_M_fru.wav
4824,5,script,F,fru,4824_5_script_F_fru.wav
4825,5,script,F,fru,4825_5_script_F_fru.wav
4826,5,script,F,fru,4826_5_script_F_fru.wav
4827,2,impro,F,fru,4827_2_impro_F_fru.wav
4828,2,impro,F,fru,4828_2_impro_F_fru.wav
4829,2,impro,F,fru,4829_2_impro_F_fru.wav
4830,4,script,F,fru,4830_4_script_F_fru.wav
4831,4,script,F,fru,4831_4_script_F_fru.wav
4832,4,script,F,fru,4832_4_script_F_fru.wav
4833,5,script,M,fru,4833_5_script_M_fru.wav
4834,5,script,M,fru,4834_5_script_M_fru.wav
4835,5,script,M,fru,4835_5_script_M_fru.wav
4836,3,impro,M,fru,4836_3_impro_M_fru.wav
4837,3,impro,M,fru,4837_3_impro_M_fru.wav
4838,3,impro,M,fru,4838_3_impro_M_fru.wav
4839,4,impro,M,fru,4839_4_impro_M_fru.wav
4840,4,impro,M,fru,4840_4_impro_M_fru.wav
4841,4,impro,M,fru,4841_4_impro_M_fru.wav
4842,5,script,M,fru,4842_5_script_M_fru.wav
4843,5,script,M,fru,4843_5_script_M_fru.wav
4844,5,script,M,fru,4844_5_script_M_fru.wav
4845,4,impro,M,fru,4845_4_impro_M_fru.wav
4846,4,impro,M,fru,4846_4_impro_M_fru.wav
4847,4,impro,M,fru,4847_4_impro_M_fru.wav
4848,2,impro,F,fru,4848_2_impro_F_fru.wav
4849,2,impro,F,fru,4849_2_impro_F_fru.wav
4850,2,impro,F,fru,4850_2_impro_F_fru.wav
4851,4,impro,F,fru,4851_4_impro_F_fru.wav
4852,4,impro,F,fru,4852_4_impro_F_fru.wav
4853,4,impro,F,fru,4853_4_impro_F_fru.wav
4854,1,impro,F,fru,4854_1_impro_F_fru.wav
4855,1,impro,F,fru,4855_1_impro_F_fru.wav
4856,1,impro,F,fru,4856_1_impro_F_fru.wav
4857,2,script,F,fru,4857_2_script_F_fru.wav
4858,2,script,F,fru,4858_2_script_F_fru.wav
4859,2,script,F,fru,4859_2_script_F_fru.wav
4860,5,impro,F,fru,4860_5_impro_F_fru.wav
4861,5,impro,F,fru,4861_5_impro_F_fru.wav
4862,5,impro,F,fru,4862_5_impro_F_fru.wav
4863,4,impro,F,fru,4863_4_impro_F_fru.wav
4864,4,impro,F,fru,4864_4_impro_F_fru.wav
4865,4,impro,F,fru,4865_4_impro_F_fru.wav
4866,2,impro,M,fru,4866_2_impro_M_fru.wav
4867,2,impro,M,fru,4867_2_impro_M_fru.wav
4868,2,impro,M,fru,4868_2_impro_M_fru.wav
4869,5,script,F,fru,4869_5_script_F_fru.wav
4870,5,script,F,fru,4870_5_script_F_fru.wav
4871,5,script,F,fru,4871_5_script_F_fru.wav
4872,4,impro,M,fru,4872_4_impro_M_fru.wav
4873,4,impro,M,fru,4873_4_impro_M_fru.wav
4874,4,impro,M,fru,4874_4_impro_M_fru.wav
4875,5,impro,F,fru,4875_5_impro_F_fru.wav
4876,5,impro,F,fru,4876_5_impro_F_fru.wav
4877,5,impro,F,fru,4877_5_impro_F_fru.wav
4878,5,impro,F,fru,4878_5_impro_F_fru.wav
4879,5,impro,F,fru,4879_5_impro_F_fru.wav
4880,5,impro,F,fru,4880_5_impro_F_fru.wav
4881,4,script,F,fru,4881_4_script_F_fru.wav
4882,4,script,F,fru,4882_4_script_F_fru.wav
4883,4,script,F,fru,4883_4_script_F_fru.wav
4884,3,script,M,fru,4884_3_script_M_fru.wav
4885,3,script,M,fru,4885_3_script_M_fru.wav
4886,3,script,M,fru,4886_3_script_M_fru.wav
4887,3,script,F,fru,4887_3_script_F_fru.wav
4888,3,script,F,fru,4888_3_script_F_fru.wav
4889,3,script,F,fru,4889_3_script_F_fru.wav
4890,3,script,F,fru,4890_3_script_F_fru.wav
4891,3,script,F,fru,4891_3_script_F_fru.wav
4892,3,script,F,fru,4892_3_script_F_fru.wav
4893,3,impro,F,fru,4893_3_impro_F_fru.wav
4894,3,impro,F,fru,4894_3_impro_F_fru.wav
4895,3,impro,F,fru,4895_3_impro_F_fru.wav
4896,4,impro,F,fru,4896_4_impro_F_fru.wav
4897,4,impro,F,fru,4897_4_impro_F_fru.wav
4898,4,impro,F,fru,4898_4_impro_F_fru.wav
4899,2,impro,M,fru,4899_2_impro_M_fru.wav
4900,2,impro,M,fru,4900_2_impro_M_fru.wav
4901,2,impro,M,fru,4901_2_impro_M_fru.wav
4902,3,script,F,fru,4902_3_script_F_fru.wav
4903,3,script,F,fru,4903_3_script_F_fru.wav
4904,3,script,F,fru,4904_3_script_F_fru.wav
4905,3,impro,M,fru,4905_3_impro_M_fru.wav
4906,3,impro,M,fru,4906_3_impro_M_fru.wav
4907,3,impro,M,fru,4907_3_impro_M_fru.wav
4908,4,impro,M,fru,4908_4_impro_M_fru.wav
4909,4,impro,M,fru,4909_4_impro_M_fru.wav
4910,4,impro,M,fru,4910_4_impro_M_fru.wav
4911,3,script,M,fru,4911_3_script_M_fru.wav
4912,3,script,M,fru,4912_3_script_M_fru.wav
4913,3,script,M,fru,4913_3_script_M_fru.wav
4914,3,script,F,fru,4914_3_script_F_fru.wav
4915,3,script,F,fru,4915_3_script_F_fru.wav
4916,3,script,F,fru,4916_3_script_F_fru.wav
4917,5,script,M,fru,4917_5_script_M_fru.wav
4918,5,script,M,fru,4918_5_script_M_fru.wav
4919,5,script,M,fru,4919_5_script_M_fru.wav
4920,3,impro,F,fru,4920_3_impro_F_fru.wav
4921,3,impro,F,fru,4921_3_impro_F_fru.wav
4922,3,impro,F,fru,4922_3_impro_F_fru.wav
4923,1,impro,M,fru,4923_1_impro_M_fru.wav
4924,1,impro,M,fru,4924_1_impro_M_fru.wav
4925,1,impro,M,fru,4925_1_impro_M_fru.wav
4926,3,script,M,fru,4926_3_script_M_fru.wav
4927,3,script,M,fru,4927_3_script_M_fru.wav
4928,3,script,M,fru,4928_3_script_M_fru.wav
4929,1,script,M,fru,4929_1_script_M_fru.wav
4930,1,script,M,fru,4930_1_script_M_fru.wav
4931,1,script,M,fru,4931_1_script_M_fru.wav
4932,5,script,F,fru,4932_5_script_F_fru.wav
4933,5,script,F,fru,4933_5_script_F_fru.wav
4934,5,script,F,fru,4934_5_script_F_fru.wav
4935,5,impro,M,fru,4935_5_impro_M_fru.wav
4936,5,impro,M,fru,4936_5_impro_M_fru.wav
4937,5,impro,M,fru,4937_5_impro_M_fru.wav
4938,1,impro,M,fru,4938_1_impro_M_fru.wav
4939,1,impro,M,fru,4939_1_impro_M_fru.wav
4940,1,impro,M,fru,4940_1_impro_M_fru.wav
4941,3,script,F,fru,4941_3_script_F_fru.wav
4942,3,script,F,fru,4942_3_script_F_fru.wav
4943,3,script,F,fru,4943_3_script_F_fru.wav
4944,2,impro,F,fru,4944_2_impro_F_fru.wav
4945,2,impro,F,fru,4945_2_impro_F_fru.wav
4946,2,impro,F,fru,4946_2_impro_F_fru.wav
4947,5,script,F,fru,4947_5_script_F_fru.wav
4948,5,script,F,fru,4948_5_script_F_fru.wav
4949,5,script,F,fru,4949_5_script_F_fru.wav
4950,4,impro,M,fru,4950_4_impro_M_fru.wav
4951,4,impro,M,fru,4951_4_impro_M_fru.wav
4952,4,impro,M,fru,4952_4_impro_M_fru.wav
4953,2,impro,F,fru,4953_2_impro_F_fru.wav
4954,2,impro,F,fru,4954_2_impro_F_fru.wav
4955,2,impro,F,fru,4955_2_impro_F_fru.wav
4956,2,script,M,fru,4956_2_script_M_fru.wav
4957,2,script,M,fru,4957_2_script_M_fru.wav
4958,2,script,M,fru,4958_2_script_M_fru.wav
4959,1,impro,F,fru,4959_1_impro_F_fru.wav
4960,1,impro,F,fru,4960_1_impro_F_fru.wav
4961,1,impro,F,fru,4961_1_impro_F_fru.wav
4962,1,script,M,fru,4962_1_script_M_fru.wav
4963,1,script,M,fru,4963_1_script_M_fru.wav
4964,1,script,M,fru,4964_1_script_M_fru.wav
4965,4,impro,F,fru,4965_4_impro_F_fru.wav
4966,4,impro,F,fru,4966_4_impro_F_fru.wav
4967,4,impro,F,fru,4967_4_impro_F_fru.wav
4968,4,script,F,fru,4968_4_script_F_fru.wav
4969,4,script,F,fru,4969_4_script_F_fru.wav
4970,4,script,F,fru,4970_4_script_F_fru.wav
4971,1,script,M,fru,4971_1_script_M_fru.wav
4972,1,script,M,fru,4972_1_script_M_fru.wav
4973,1,script,M,fru,4973_1_script_M_fru.wav
4974,4,impro,M,fru,4974_4_impro_M_fru.wav
4975,4,impro,M,fru,4975_4_impro_M_fru.wav
4976,4,impro,M,fru,4976_4_impro_M_fru.wav
4977,3,impro,M,fru,4977_3_impro_M_fru.wav
4978,3,impro,M,fru,4978_3_impro_M_fru.wav
4979,3,impro,M,fru,4979_3_impro_M_fru.wav
4980,3,script,F,fru,4980_3_script_F_fru.wav
4981,3,script,F,fru,4981_3_script_F_fru.wav
4982,3,script,F,fru,4982_3_script_F_fru.wav
4983,3,script,F,fru,4983_3_script_F_fru.wav
4984,3,script,F,fru,4984_3_script_F_fru.wav
4985,3,script,F,fru,4985_3_script_F_fru.wav
4986,1,script,F,fru,4986_1_script_F_fru.wav
4987,1,script,F,fru,4987_1_script_F_fru.wav
4988,1,script,F,fru,4988_1_script_F_fru.wav
4989,2,script,F,fru,4989_2_script_F_fru.wav
4990,2,script,F,fru,4990_2_script_F_fru.wav
4991,2,script,F,fru,4991_2_script_F_fru.wav
4992,2,script,F,fru,4992_2_script_F_fru.wav
4993,2,script,F,fru,4993_2_script_F_fru.wav
4994,2,script,F,fru,4994_2_script_F_fru.wav
4995,1,impro,F,fru,4995_1_impro_F_fru.wav
4996,1,impro,F,fru,4996_1_impro_F_fru.wav
4997,1,impro,F,fru,4997_1_impro_F_fru.wav
4998,4,script,M,fru,4998_4_script_M_fru.wav
4999,4,script,M,fru,4999_4_script_M_fru.wav
5000,4,script,M,fru,5000_4_script_M_fru.wav
5001,1,impro,F,fru,5001_1_impro_F_fru.wav
5002,1,impro,F,fru,5002_1_impro_F_fru.wav
5003,1,impro,F,fru,5003_1_impro_F_fru.wav
5004,2,script,M,fru,5004_2_script_M_fru.wav
5005,2,script,M,fru,5005_2_script_M_fru.wav
5006,2,script,M,fru,5006_2_script_M_fru.wav
5007,2,impro,F,fru,5007_2_impro_F_fru.wav
5008,2,impro,F,fru,5008_2_impro_F_fru.wav
5009,2,impro,F,fru,5009_2_impro_F_fru.wav
5010,3,script,F,fru,5010_3_script_F_fru.wav
5011,3,script,F,fru,5011_3_script_F_fru.wav
5012,3,script,F,fru,5012_3_script_F_fru.wav
5013,1,impro,M,fru,5013_1_impro_M_fru.wav
5014,1,impro,M,fru,5014_1_impro_M_fru.wav
5015,1,impro,M,fru,5015_1_impro_M_fru.wav
5016,3,impro,F,fru,5016_3_impro_F_fru.wav
5017,3,impro,F,fru,5017_3_impro_F_fru.wav
5018,3,impro,F,fru,5018_3_impro_F_fru.wav
5019,3,impro,M,fru,5019_3_impro_M_fru.wav
5020,3,impro,M,fru,5020_3_impro_M_fru.wav
5021,3,impro,M,fru,5021_3_impro_M_fru.wav
5022,5,script,M,fru,5022_5_script_M_fru.wav
5023,5,script,M,fru,5023_5_script_M_fru.wav
5024,5,script,M,fru,5024_5_script_M_fru.wav
5025,4,impro,F,fru,5025_4_impro_F_fru.wav
5026,4,impro,F,fru,5026_4_impro_F_fru.wav
5027,4,impro,F,fru,5027_4_impro_F_fru.wav
5028,4,impro,M,fru,5028_4_impro_M_fru.wav
5029,4,impro,M,fru,5029_4_impro_M_fru.wav
5030,4,impro,M,fru,5030_4_impro_M_fru.wav
5031,4,script,F,fru,5031_4_script_F_fru.wav
5032,4,script,F,fru,5032_4_script_F_fru.wav
5033,4,script,F,fru,5033_4_script_F_fru.wav
5034,4,impro,F,fru,5034_4_impro_F_fru.wav
5035,4,impro,F,fru,5035_4_impro_F_fru.wav
5036,4,impro,F,fru,5036_4_impro_F_fru.wav
5037,3,script,M,fru,5037_3_script_M_fru.wav
5038,3,script,M,fru,5038_3_script_M_fru.wav
5039,3,script,M,fru,5039_3_script_M_fru.wav
5040,4,impro,F,fru,5040_4_impro_F_fru.wav
5041,4,impro,F,fru,5041_4_impro_F_fru.wav
5042,4,impro,F,fru,5042_4_impro_F_fru.wav
5043,4,impro,M,fru,5043_4_impro_M_fru.wav
5044,4,impro,M,fru,5044_4_impro_M_fru.wav
5045,4,impro,M,fru,5045_4_impro_M_fru.wav
5046,5,script,M,fru,5046_5_script_M_fru.wav
5047,5,script,M,fru,5047_5_script_M_fru.wav
5048,5,script,M,fru,5048_5_script_M_fru.wav
5049,5,script,M,fru,5049_5_script_M_fru.wav
5050,5,script,M,fru,5050_5_script_M_fru.wav
5051,5,script,M,fru,5051_5_script_M_fru.wav
5052,1,impro,M,fru,5052_1_impro_M_fru.wav
5053,1,impro,M,fru,5053_1_impro_M_fru.wav
5054,1,impro,M,fru,5054_1_impro_M_fru.wav
5055,3,impro,F,fru,5055_3_impro_F_fru.wav
5056,3,impro,F,fru,5056_3_impro_F_fru.wav
5057,3,impro,F,fru,5057_3_impro_F_fru.wav
5058,4,script,M,fru,5058_4_script_M_fru.wav
5059,4,script,M,fru,5059_4_script_M_fru.wav
5060,4,script,M,fru,5060_4_script_M_fru.wav
5061,4,script,M,fru,5061_4_script_M_fru.wav
5062,4,script,M,fru,5062_4_script_M_fru.wav
5063,4,script,M,fru,5063_4_script_M_fru.wav
5064,2,script,M,fru,5064_2_script_M_fru.wav
5065,2,script,M,fru,5065_2_script_M_fru.wav
5066,2,script,M,fru,5066_2_script_M_fru.wav
5067,5,script,F,fru,5067_5_script_F_fru.wav
5068,5,script,F,fru,5068_5_script_F_fru.wav
5069,5,script,F,fru,5069_5_script_F_fru.wav
5070,1,script,M,fru,5070_1_script_M_fru.wav
5071,1,script,M,fru,5071_1_script_M_fru.wav
5072,1,script,M,fru,5072_1_script_M_fru.wav
5073,5,script,F,fru,5073_5_script_F_fru.wav
5074,5,script,F,fru,5074_5_script_F_fru.wav
5075,5,script,F,fru,5075_5_script_F_fru.wav
5076,3,impro,F,fru,5076_3_impro_F_fru.wav
5077,3,impro,F,fru,5077_3_impro_F_fru.wav
5078,3,impro,F,fru,5078_3_impro_F_fru.wav
5079,1,script,F,fru,5079_1_script_F_fru.wav
5080,1,script,F,fru,5080_1_script_F_fru.wav
5081,1,script,F,fru,5081_1_script_F_fru.wav
5082,2,impro,M,fru,5082_2_impro_M_fru.wav
5083,2,impro,M,fru,5083_2_impro_M_fru.wav
5084,2,impro,M,fru,5084_2_impro_M_fru.wav
5085,5,impro,M,fru,5085_5_impro_M_fru.wav
5086,5,impro,M,fru,5086_5_impro_M_fru.wav
5087,5,impro,M,fru,5087_5_impro_M_fru.wav
5088,2,script,F,fru,5088_2_script_F_fru.wav
5089,2,script,F,fru,5089_2_script_F_fru.wav
5090,2,script,F,fru,5090_2_script_F_fru.wav
5091,4,impro,F,fru,5091_4_impro_F_fru.wav
5092,4,impro,F,fru,5092_4_impro_F_fru.wav
5093,4,impro,F,fru,5093_4_impro_F_fru.wav
5094,1,script,F,fru,5094_1_script_F_fru.wav
5095,1,script,F,fru,5095_1_script_F_fru.wav
5096,1,script,F,fru,5096_1_script_F_fru.wav
5097,2,impro,M,fru,5097_2_impro_M_fru.wav
5098,2,impro,M,fru,5098_2_impro_M_fru.wav
5099,2,impro,M,fru,5099_2_impro_M_fru.wav
5100,2,impro,F,fru,5100_2_impro_F_fru.wav
5101,2,impro,F,fru,5101_2_impro_F_fru.wav
5102,2,impro,F,fru,5102_2_impro_F_fru.wav
5103,1,script,F,fru,5103_1_script_F_fru.wav
5104,1,script,F,fru,5104_1_script_F_fru.wav
5105,1,script,F,fru,5105_1_script_F_fru.wav
5106,5,script,M,fru,5106_5_script_M_fru.wav
5107,5,script,M,fru,5107_5_script_M_fru.wav
5108,5,script,M,fru,5108_5_script_M_fru.wav
5109,3,script,F,fru,5109_3_script_F_fru.wav
5110,3,script,F,fru,5110_3_script_F_fru.wav
5111,3,script,F,fru,5111_3_script_F_fru.wav
5112,3,script,M,fru,5112_3_script_M_fru.wav
5113,3,script,M,fru,5113_3_script_M_fru.wav
5114,3,script,M,fru,5114_3_script_M_fru.wav
5115,2,script,M,fru,5115_2_script_M_fru.wav
5116,2,script,M,fru,5116_2_script_M_fru.wav
5117,2,script,M,fru,5117_2_script_M_fru.wav
5118,2,script,M,fru,5118_2_script_M_fru.wav
5119,2,script,M,fru,5119_2_script_M_fru.wav
5120,2,script,M,fru,5120_2_script_M_fru.wav
5121,1,impro,M,fru,5121_1_impro_M_fru.wav
5122,1,impro,M,fru,5122_1_impro_M_fru.wav
5123,1,impro,M,fru,5123_1_impro_M_fru.wav
5124,2,script,M,fru,5124_2_script_M_fru.wav
5125,2,script,M,fru,5125_2_script_M_fru.wav
5126,2,script,M,fru,5126_2_script_M_fru.wav
5127,2,script,M,fru,5127_2_script_M_fru.wav
5128,2,script,M,fru,5128_2_script_M_fru.wav
5129,2,script,M,fru,5129_2_script_M_fru.wav
5130,3,impro,F,fru,5130_3_impro_F_fru.wav
5131,3,impro,F,fru,5131_3_impro_F_fru.wav
5132,3,impro,F,fru,5132_3_impro_F_fru.wav
5133,4,script,F,fru,5133_4_script_F_fru.wav
5134,4,script,F,fru,5134_4_script_F_fru.wav
5135,4,script,F,fru,5135_4_script_F_fru.wav
5136,1,impro,M,fru,5136_1_impro_M_fru.wav
5137,1,impro,M,fru,5137_1_impro_M_fru.wav
5138,1,impro,M,fru,5138_1_impro_M_fru.wav
5139,5,impro,M,fru,5139_5_impro_M_fru.wav
5140,5,impro,M,fru,5140_5_impro_M_fru.wav
5141,5,impro,M,fru,5141_5_impro_M_fru.wav
5142,3,impro,M,fru,5142_3_impro_M_fru.wav
5143,3,impro,M,fru,5143_3_impro_M_fru.wav
5144,3,impro,M,fru,5144_3_impro_M_fru.wav
5145,3,impro,M,fru,5145_3_impro_M_fru.wav
5146,3,impro,M,fru,5146_3_impro_M_fru.wav
5147,3,impro,M,fru,5147_3_impro_M_fru.wav
5148,5,impro,M,fru,5148_5_impro_M_fru.wav
5149,5,impro,M,fru,5149_5_impro_M_fru.wav
5150,5,impro,M,fru,5150_5_impro_M_fru.wav
5151,5,impro,M,fru,5151_5_impro_M_fru.wav
5152,5,impro,M,fru,5152_5_impro_M_fru.wav
5153,5,impro,M,fru,5153_5_impro_M_fru.wav
5154,2,script,M,fru,5154_2_script_M_fru.wav
5155,2,script,M,fru,5155_2_script_M_fru.wav
5156,2,script,M,fru,5156_2_script_M_fru.wav
5157,2,script,M,fru,5157_2_script_M_fru.wav
5158,2,script,M,fru,5158_2_script_M_fru.wav
5159,2,script,M,fru,5159_2_script_M_fru.wav
5160,3,script,F,fru,5160_3_script_F_fru.wav
5161,3,script,F,fru,5161_3_script_F_fru.wav
5162,3,script,F,fru,5162_3_script_F_fru.wav
5163,5,impro,F,fru,5163_5_impro_F_fru.wav
5164,5,impro,F,fru,5164_5_impro_F_fru.wav
5165,5,impro,F,fru,5165_5_impro_F_fru.wav
5166,5,impro,F,fru,5166_5_impro_F_fru.wav
5167,5,impro,F,fru,5167_5_impro_F_fru.wav
5168,5,impro,F,fru,5168_5_impro_F_fru.wav
5169,3,script,F,fru,5169_3_script_F_fru.wav
5170,3,script,F,fru,5170_3_script_F_fru.wav
5171,3,script,F,fru,5171_3_script_F_fru.wav
5172,1,script,M,fru,5172_1_script_M_fru.wav
